full_text,label,tweet_tokens,tweet_tokens_wsw,tweet_tokens_stemmed
wah ini pasti wahabi gatau tapi di pusat wahabi sih ada pajak dan beacukai apbn kita yg dibuat untuk subsidi bayarin gaji pns bikin sekolah dll itu dari pajak kalau kemudian pajak diharamkan negara ini mau bayarin itu semua pake apa,0,"['wah', 'ini', 'pasti', 'wahabi', 'gatau', 'tapi', 'di', 'pusat', 'wahabi', 'sih', 'ada', 'pajak', 'dan', 'beacukai', 'apbn', 'kita', 'yg', 'dibuat', 'untuk', 'subsidi', 'bayarin', 'gaji', 'pns', 'bikin', 'sekolah', 'dll', 'itu', 'dari', 'pajak', 'kalau', 'kemudian', 'pajak', 'diharamkan', 'negara', 'ini', 'mau', 'bayarin', 'itu', 'semua', 'pake', 'apa']","['wahabi', 'gatau', 'pusat', 'wahabi', 'pajak', 'beacukai', 'apbn', 'subsidi', 'bayarin', 'gaji', 'pns', 'sekolah', 'dll', 'pajak', 'pajak', 'diharamkan', 'negara', 'bayarin', 'pake']","['wahabi', 'gatau', 'pusat', 'wahabi', 'pajak', 'beacukai', 'apbn', 'subsidi', 'bayarin', 'gaji', 'pns', 'sekolah', 'dll', 'pajak', 'pajak', 'haram', 'negara', 'bayarin', 'pake']"
open joki amp tutor tugas akuntansi akuntansi sma pengantar akuntansi amp siklus akuntansi akuntansi keuangan amp dll tugas pajak start from  bisa nego yuk dm cek testi ny ya,1,"['open', 'joki', 'amp', 'tutor', 'tugas', 'akuntansi', 'akuntansi', 'sma', 'pengantar', 'akuntansi', 'amp', 'siklus', 'akuntansi', 'akuntansi', 'keuangan', 'amp', 'dll', 'tugas', 'pajak', 'start', 'from', 'bisa', 'nego', 'yuk', 'dm', 'cek', 'testi', 'ny', 'ya']","['open', 'joki', 'tutor', 'tugas', 'akuntansi', 'akuntansi', 'sma', 'pengantar', 'akuntansi', 'siklus', 'akuntansi', 'akuntansi', 'keuangan', 'dll', 'tugas', 'pajak', 'start', 'from', 'nego', 'yuk', 'dm', 'cek', 'testi']","['open', 'joki', 'tutor', 'tugas', 'akuntansi', 'akuntansi', 'sma', 'antar', 'akuntansi', 'siklus', 'akuntansi', 'akuntansi', 'uang', 'dll', 'tugas', 'pajak', 'start', 'from', 'nego', 'yuk', 'dm', 'cek', 'testi']"
garong timah mana takut dengan pajak bangsat,0,"['garong', 'timah', 'mana', 'takut', 'dengan', 'pajak', 'bangsat']","['garong', 'timah', 'takut', 'pajak', 'bangsat']","['garong', 'timah', 'takut', 'pajak', 'bangsat']"
dia sendiri yang ngomong bukan saya rakyat yang harus mikir dan harus bayar pajak tepat pada waktunya begitu kan jeng sriterbaik dunia,1,"['dia', 'sendiri', 'yang', 'ngomong', 'bukan', 'saya', 'rakyat', 'yang', 'harus', 'mikir', 'dan', 'harus', 'bayar', 'pajak', 'tepat', 'pada', 'waktunya', 'begitu', 'kan', 'jeng', 'sriterbaik', 'dunia']","['ngomong', 'rakyat', 'mikir', 'bayar', 'pajak', 'jeng', 'sriterbaik', 'dunia']","['ngomong', 'rakyat', 'mikir', 'bayar', 'pajak', 'jeng', 'sriterbaik', 'dunia']"
gaes yang pada kerja di ln dan incomenya bukan dari indonesia kalian masih kena pajak di indo ngga sih,1,"['gaes', 'yang', 'pada', 'kerja', 'di', 'ln', 'dan', 'incomenya', 'bukan', 'dari', 'indonesia', 'kalian', 'masih', 'kena', 'pajak', 'di', 'indo', 'ngga', 'sih']","['gaes', 'kerja', 'ln', 'incomenya', 'indonesia', 'kena', 'pajak', 'indo', 'ngga']","['gaes', 'kerja', 'ln', 'incomenya', 'indonesia', 'kena', 'pajak', 'indo', 'ngga']"
viral video pria robek tas hermes gegara dipaksa bayar pajak rp juta netizen mau cepat kaya kerja di bea cukai,0,"['viral', 'video', 'pria', 'robek', 'tas', 'hermes', 'gegara', 'dipaksa', 'bayar', 'pajak', 'rp', 'juta', 'netizen', 'mau', 'cepat', 'kaya', 'kerja', 'di', 'bea', 'cukai']","['viral', 'video', 'pria', 'robek', 'tas', 'hermes', 'gegara', 'dipaksa', 'bayar', 'pajak', 'rp', 'juta', 'netizen', 'cepat', 'kaya', 'kerja', 'bea', 'cukai']","['viral', 'video', 'pria', 'robek', 'tas', 'hermes', 'gegara', 'paksa', 'bayar', 'pajak', 'rp', 'juta', 'netizen', 'cepat', 'kaya', 'kerja', 'bea', 'cukai']"
monkey salah satu ciri negara gagal menerapkan pajak dalam segala hal,0,"['monkey', 'salah', 'satu', 'ciri', 'negara', 'gagal', 'menerapkan', 'pajak', 'dalam', 'segala', 'hal']","['monkey', 'salah', 'ciri', 'negara', 'gagal', 'menerapkan', 'pajak']","['monkey', 'salah', 'ciri', 'negara', 'gagal', 'terap', 'pajak']"
usul pak saya mantan pendukung amin mohon nanti semua subsidi dicabut saja pak tarif amp pajak dinaikan demi terlaksananya pembangunan ikn proyek strategis nasional serta lancarnya membayar utang negara saya akan tegar dan berjiwa besar demi bangsa dan negara,0,"['usul', 'pak', 'saya', 'mantan', 'pendukung', 'amin', 'mohon', 'nanti', 'semua', 'subsidi', 'dicabut', 'saja', 'pak', 'tarif', 'amp', 'pajak', 'dinaikan', 'demi', 'terlaksananya', 'pembangunan', 'ikn', 'proyek', 'strategis', 'nasional', 'serta', 'lancarnya', 'membayar', 'utang', 'negara', 'saya', 'akan', 'tegar', 'dan', 'berjiwa', 'besar', 'demi', 'bangsa', 'dan', 'negara']","['usul', 'mantan', 'pendukung', 'amin', 'mohon', 'subsidi', 'dicabut', 'tarif', 'pajak', 'dinaikan', 'terlaksananya', 'pembangunan', 'ikn', 'proyek', 'strategis', 'nasional', 'lancarnya', 'membayar', 'utang', 'negara', 'tegar', 'berjiwa', 'bangsa', 'negara']","['usul', 'mantan', 'dukung', 'amin', 'mohon', 'subsidi', 'cabut', 'tarif', 'pajak', 'naik', 'laksana', 'bangun', 'ikn', 'proyek', 'strategis', 'nasional', 'lancar', 'bayar', 'utang', 'negara', 'tegar', 'jiwa', 'bangsa', 'negara']"
apa si kak aku udh pusing bgt mikirin hukum pajak jgn clue ckue gini,0,"['apa', 'si', 'kak', 'aku', 'udh', 'pusing', 'bgt', 'mikirin', 'hukum', 'pajak', 'jgn', 'clue', 'ckue', 'gini']","['kak', 'udh', 'pusing', 'bgt', 'mikirin', 'hukum', 'pajak', 'clue', 'ckue', 'gini']","['kak', 'udh', 'pusing', 'bgt', 'mikirin', 'hukum', 'pajak', 'clue', 'ckue', 'gin']"
bagus negara dan pejabat harusnya berterima kasih kepada rakyat yg mengeritik bukan dibenci diasingkan dicaci maki bahkan ditangkap krn para pengeritik tsb sdh bayar pajak utk gaji pjbt tapi masih mau berkorban utk membantu pemikiran kepada pejabat yg dia gaji,1,"['bagus', 'negara', 'dan', 'pejabat', 'harusnya', 'berterima', 'kasih', 'kepada', 'rakyat', 'yg', 'mengeritik', 'bukan', 'dibenci', 'diasingkan', 'dicaci', 'maki', 'bahkan', 'ditangkap', 'krn', 'para', 'pengeritik', 'tsb', 'sdh', 'bayar', 'pajak', 'utk', 'gaji', 'pjbt', 'tapi', 'masih', 'mau', 'berkorban', 'utk', 'membantu', 'pemikiran', 'kepada', 'pejabat', 'yg', 'dia', 'gaji']","['bagus', 'negara', 'pejabat', 'berterima', 'kasih', 'rakyat', 'mengeritik', 'dibenci', 'diasingkan', 'dicaci', 'maki', 'ditangkap', 'pengeritik', 'tsb', 'bayar', 'pajak', 'gaji', 'pjbt', 'berkorban', 'membantu', 'pemikiran', 'pejabat', 'gaji']","['bagus', 'negara', 'jabat', 'terima', 'kasih', 'rakyat', 'keritik', 'benci', 'asing', 'caci', 'maki', 'tangkap', 'keritik', 'tsb', 'bayar', 'pajak', 'gaji', 'pjbt', 'korban', 'bantu', 'pikir', 'jabat', 'gaji']"
transparan ketika pengecekan barang penetapan pajak cukai maupun sanksinya buat regulasi khusus untuk barang hadiah masa dapet hadiah malah suruh bayar sanksi administrasi yg lebih masuk akal dan transparan fast respon all clear,0,"['transparan', 'ketika', 'pengecekan', 'barang', 'penetapan', 'pajak', 'cukai', 'maupun', 'sanksinya', 'buat', 'regulasi', 'khusus', 'untuk', 'barang', 'hadiah', 'masa', 'dapet', 'hadiah', 'malah', 'suruh', 'bayar', 'sanksi', 'administrasi', 'yg', 'lebih', 'masuk', 'akal', 'dan', 'transparan', 'fast', 'respon', 'all', 'clear']","['transparan', 'pengecekan', 'barang', 'penetapan', 'pajak', 'cukai', 'sanksinya', 'regulasi', 'khusus', 'barang', 'hadiah', 'dapet', 'hadiah', 'suruh', 'bayar', 'sanksi', 'administrasi', 'masuk', 'akal', 'transparan', 'fast', 'respon', 'all', 'clear']","['transparan', 'kece', 'barang', 'tetap', 'pajak', 'cukai', 'sanksi', 'regulasi', 'khusus', 'barang', 'hadiah', 'dapet', 'hadiah', 'suruh', 'bayar', 'sanksi', 'administrasi', 'masuk', 'akal', 'transparan', 'fast', 'respon', 'all', 'clear']"
dumdum adakah pejabat yg lulus ujian dunia harta tahta gendaan,0,"['dumdum', 'adakah', 'pejabat', 'yg', 'lulus', 'ujian', 'dunia', 'harta', 'tahta', 'gendaan']","['dumdum', 'adakah', 'pejabat', 'lulus', 'ujian', 'dunia', 'harta', 'tahta', 'gendaan']","['dumdum', 'ada', 'jabat', 'lulus', 'uji', 'dunia', 'harta', 'tahta', 'gendaan']"
testimoni polres tapin telah melaksanakan sosialisasi tentang cara membayar pajakyangbenar,1,"['testimoni', 'polres', 'tapin', 'telah', 'melaksanakan', 'sosialisasi', 'tentang', 'cara', 'membayar', 'pajakyangbenar']","['testimoni', 'polres', 'tapin', 'melaksanakan', 'sosialisasi', 'membayar', 'pajakyangbenar']","['testimoni', 'polres', 'tapin', 'laksana', 'sosialisasi', 'bayar', 'pajakyangbenar']"
sehubungan dengan uu yang baru mungkin yth pak bisa bantu buat proses pengembalian lebih bayar pajak saya tahun kemarin udah diminta berkas dari maret sampe sekarang gaada kabar udah telepon kppnnya juga ga diangkat balas email dan wa petugasnya pun gadirespon,0,"['sehubungan', 'dengan', 'uu', 'yang', 'baru', 'mungkin', 'yth', 'pak', 'bisa', 'bantu', 'buat', 'proses', 'pengembalian', 'lebih', 'bayar', 'pajak', 'saya', 'tahun', 'kemarin', 'udah', 'diminta', 'berkas', 'dari', 'maret', 'sampe', 'sekarang', 'gaada', 'kabar', 'udah', 'telepon', 'kppnnya', 'juga', 'ga', 'diangkat', 'balas', 'email', 'dan', 'wa', 'petugasnya', 'pun', 'gadirespon']","['sehubungan', 'uu', 'yth', 'bantu', 'proses', 'pengembalian', 'bayar', 'pajak', 'kemarin', 'udah', 'berkas', 'maret', 'sampe', 'gaada', 'kabar', 'udah', 'telepon', 'kppnnya', 'diangkat', 'balas', 'email', 'wa', 'petugasnya', 'gadirespon']","['hubung', 'uu', 'yth', 'bantu', 'proses', 'kembali', 'bayar', 'pajak', 'kemarin', 'udah', 'berkas', 'maret', 'sampe', 'gaada', 'kabar', 'udah', 'telepon', 'kppnnya', 'angkat', 'balas', 'email', 'wa', 'tugas', 'gadirespon']"
wongndeso makan gratis dirumahnya masing dijamin prank duit utang hampir tembus rp triliun rakyat juga yg bayar pajak,0,"['wongndeso', 'makan', 'gratis', 'dirumahnya', 'masing', 'dijamin', 'prank', 'duit', 'utang', 'hampir', 'tembus', 'rp', 'triliun', 'rakyat', 'juga', 'yg', 'bayar', 'pajak']","['wongndeso', 'makan', 'gratis', 'dirumahnya', 'dijamin', 'prank', 'duit', 'utang', 'tembus', 'rp', 'triliun', 'rakyat', 'bayar', 'pajak']","['wongndeso', 'makan', 'gratis', 'rumah', 'jamin', 'prank', 'duit', 'utang', 'tembus', 'rp', 'triliun', 'rakyat', 'bayar', 'pajak']"
lu bayangin bayar pajak buat biayain sunatan cucu menteri emang kurang ajar,0,"['lu', 'bayangin', 'bayar', 'pajak', 'buat', 'biayain', 'sunatan', 'cucu', 'menteri', 'emang', 'kurang', 'ajar']","['lu', 'bayangin', 'bayar', 'pajak', 'biayain', 'sunatan', 'cucu', 'menteri', 'emang', 'ajar']","['lu', 'bayangin', 'bayar', 'pajak', 'biayain', 'sunat', 'cucu', 'menteri', 'emang', 'ajar']"
open ya konsultasibimbingan skripsita pajak akuntansi joki judul ta pajak akuntansi joki ta pajak akuntansi joki laporan magang pajak akuntansi wa dm jarang buka,1,"['open', 'ya', 'konsultasibimbingan', 'skripsita', 'pajak', 'akuntansi', 'joki', 'judul', 'ta', 'pajak', 'akuntansi', 'joki', 'ta', 'pajak', 'akuntansi', 'joki', 'laporan', 'magang', 'pajak', 'akuntansi', 'wa', 'dm', 'jarang', 'buka']","['open', 'konsultasibimbingan', 'skripsita', 'pajak', 'akuntansi', 'joki', 'judul', 'ta', 'pajak', 'akuntansi', 'joki', 'ta', 'pajak', 'akuntansi', 'joki', 'laporan', 'magang', 'pajak', 'akuntansi', 'wa', 'dm', 'jarang', 'buka']","['open', 'konsultasibimbingan', 'skripsita', 'pajak', 'akuntansi', 'joki', 'judul', 'ta', 'pajak', 'akuntansi', 'joki', 'ta', 'pajak', 'akuntansi', 'joki', 'lapor', 'magang', 'pajak', 'akuntansi', 'wa', 'dm', 'jarang', 'buka']"
kalau pekerjaannya hny sekedar menjalankan kebijakan digaji umr saja sdh cukup krn tdk bgtu bermanfaat buat bangsa malah jadi beban apbn amp memberatkan pembayar pajak,1,"['kalau', 'pekerjaannya', 'hny', 'sekedar', 'menjalankan', 'kebijakan', 'digaji', 'umr', 'saja', 'sdh', 'cukup', 'krn', 'tdk', 'bgtu', 'bermanfaat', 'buat', 'bangsa', 'malah', 'jadi', 'beban', 'apbn', 'amp', 'memberatkan', 'pembayar', 'pajak']","['pekerjaannya', 'hny', 'sekedar', 'menjalankan', 'kebijakan', 'digaji', 'umr', 'bgtu', 'bermanfaat', 'bangsa', 'beban', 'apbn', 'memberatkan', 'pembayar', 'pajak']","['kerja', 'hny', 'dar', 'jalan', 'bijak', 'gaji', 'umr', 'bgtu', 'manfaat', 'bangsa', 'beban', 'apbn', 'berat', 'bayar', 'pajak']"
waktu itu ada salah tentara pajak debat sama gue dia ngomongnya duit lo yang masuk ke negara gak seberapa dan gak bakal nyampe ke gaji gue broooooo biarpun pun gaji lo itu ada duit gue,0,"['waktu', 'itu', 'ada', 'salah', 'tentara', 'pajak', 'debat', 'sama', 'gue', 'dia', 'ngomongnya', 'duit', 'lo', 'yang', 'masuk', 'ke', 'negara', 'gak', 'seberapa', 'dan', 'gak', 'bakal', 'nyampe', 'ke', 'gaji', 'gue', 'broooooo', 'biarpun', 'pun', 'gaji', 'lo', 'itu', 'ada', 'duit', 'gue']","['salah', 'tentara', 'pajak', 'debat', 'gue', 'ngomongnya', 'duit', 'lo', 'masuk', 'negara', 'nyampe', 'gaji', 'gue', 'broooooo', 'biarpun', 'gaji', 'lo', 'duit', 'gue']","['salah', 'tentara', 'pajak', 'debat', 'gue', 'ngomongnya', 'duit', 'lo', 'masuk', 'negara', 'nyampe', 'gaji', 'gue', 'broooooo', 'biarpun', 'gaji', 'lo', 'duit', 'gue']"
bahrawi krn kalah bersaing jadi negara enterprise macam singapore skrg gangguin entrepreneurship warganya pdhl wargany kreatif cari nafkah mandiri msh aj digangguin sm pejabat yg justru cr nafkahnya dr apbn alias makan pajak dari pelaku industri kreatif ingat siksa kubur,0,"['bahrawi', 'krn', 'kalah', 'bersaing', 'jadi', 'negara', 'enterprise', 'macam', 'singapore', 'skrg', 'gangguin', 'entrepreneurship', 'warganya', 'pdhl', 'wargany', 'kreatif', 'cari', 'nafkah', 'mandiri', 'msh', 'aj', 'digangguin', 'sm', 'pejabat', 'yg', 'justru', 'cr', 'nafkahnya', 'dr', 'apbn', 'alias', 'makan', 'pajak', 'dari', 'pelaku', 'industri', 'kreatif', 'ingat', 'siksa', 'kubur']","['bahrawi', 'kalah', 'bersaing', 'negara', 'enterprise', 'singapore', 'skrg', 'gangguin', 'entrepreneurship', 'warganya', 'pdhl', 'wargany', 'kreatif', 'cari', 'nafkah', 'mandiri', 'msh', 'aj', 'digangguin', 'sm', 'pejabat', 'cr', 'nafkahnya', 'dr', 'apbn', 'alias', 'makan', 'pajak', 'pelaku', 'industri', 'kreatif', 'siksa', 'kubur']","['bahrawi', 'kalah', 'saing', 'negara', 'enterprise', 'singapore', 'skrg', 'gangguin', 'entrepreneurship', 'warga', 'pdhl', 'wargany', 'kreatif', 'cari', 'nafkah', 'mandiri', 'msh', 'aj', 'digangguin', 'sm', 'jabat', 'cr', 'nafkah', 'dr', 'apbn', 'alias', 'makan', 'pajak', 'laku', 'industri', 'kreatif', 'siksa', 'kubur']"
need joki artikel analisa putusan tttg hukum pajak cb reply keseluruhan di harga brp,1,"['need', 'joki', 'artikel', 'analisa', 'putusan', 'tttg', 'hukum', 'pajak', 'cb', 'reply', 'keseluruhan', 'di', 'harga', 'brp']","['need', 'joki', 'artikel', 'analisa', 'putusan', 'tttg', 'hukum', 'pajak', 'cb', 'reply', 'harga', 'brp']","['need', 'joki', 'artikel', 'analisa', 'putus', 'tttg', 'hukum', 'pajak', 'cb', 'reply', 'harga', 'brp']"
need joki paper penelitian pajak bikin bab doang secepat mungkin,1,"['need', 'joki', 'paper', 'penelitian', 'pajak', 'bikin', 'bab', 'doang', 'secepat', 'mungkin']","['need', 'joki', 'paper', 'penelitian', 'pajak', 'bab', 'doang', 'secepat']","['need', 'joki', 'paper', 'teliti', 'pajak', 'bab', 'doang', 'cepat']"
foto tampang anaknya yg pake duit pajak rakyat untuk skincarenya ultah anaknya dam renov rumahnya,0,"['foto', 'tampang', 'anaknya', 'yg', 'pake', 'duit', 'pajak', 'rakyat', 'untuk', 'skincarenya', 'ultah', 'anaknya', 'dam', 'renov', 'rumahnya']","['foto', 'tampang', 'anaknya', 'pake', 'duit', 'pajak', 'rakyat', 'skincarenya', 'ultah', 'anaknya', 'dam', 'renov', 'rumahnya']","['foto', 'tampang', 'anak', 'pake', 'duit', 'pajak', 'rakyat', 'skincarenya', 'ultah', 'anak', 'dam', 'renov', 'rumah']"
survei kepuasan halo kpp pratama bengkulu dua meraih poin dalam survei tingkat kepuasan masyarakat dalam pelayanan dan penyuluhan,1,"['survei', 'kepuasan', 'halo', 'kpp', 'pratama', 'bengkulu', 'dua', 'meraih', 'poin', 'dalam', 'survei', 'tingkat', 'kepuasan', 'masyarakat', 'dalam', 'pelayanan', 'dan', 'penyuluhan']","['survei', 'kepuasan', 'halo', 'kpp', 'pratama', 'bengkulu', 'meraih', 'poin', 'survei', 'tingkat', 'kepuasan', 'masyarakat', 'pelayanan', 'penyuluhan']","['survei', 'puas', 'halo', 'kpp', 'pratama', 'bengkulu', 'raih', 'poin', 'survei', 'tingkat', 'puas', 'masyarakat', 'layan', 'suluh']"
telah diusulkan oleh bp mi dg mengajukan peningkatan nominal bebas pajak bagi barang pekerja migran indonesia,1,"['telah', 'diusulkan', 'oleh', 'bp', 'mi', 'dg', 'mengajukan', 'peningkatan', 'nominal', 'bebas', 'pajak', 'bagi', 'barang', 'pekerja', 'migran', 'indonesia']","['diusulkan', 'bp', 'mi', 'mengajukan', 'peningkatan', 'nominal', 'bebas', 'pajak', 'barang', 'pekerja', 'migran', 'indonesia']","['usul', 'bp', 'mi', 'aju', 'tingkat', 'nominal', 'bebas', 'pajak', 'barang', 'kerja', 'migran', 'indonesia']"
ini belum ada apa nya dibandingkan dgn besarnya pajak saat penguasa baru berkuasalihat saja nanti rakyat kecil hanya bisa berteriak tanpa bisa berbuat apa salah satu penyebabnya krn masalah utang bunga utang berjalan tinggi sedangkan utang baru sulit didapat catat,0,"['ini', 'belum', 'ada', 'apa', 'nya', 'dibandingkan', 'dgn', 'besarnya', 'pajak', 'saat', 'penguasa', 'baru', 'berkuasalihat', 'saja', 'nanti', 'rakyat', 'kecil', 'hanya', 'bisa', 'berteriak', 'tanpa', 'bisa', 'berbuat', 'apa', 'salah', 'satu', 'penyebabnya', 'krn', 'masalah', 'utang', 'bunga', 'utang', 'berjalan', 'tinggi', 'sedangkan', 'utang', 'baru', 'sulit', 'didapat', 'catat']","['dibandingkan', 'besarnya', 'pajak', 'penguasa', 'berkuasalihat', 'rakyat', 'berteriak', 'berbuat', 'salah', 'penyebabnya', 'utang', 'bunga', 'utang', 'berjalan', 'utang', 'sulit', 'catat']","['banding', 'besar', 'pajak', 'kuasa', 'berkuasalihat', 'rakyat', 'teriak', 'buat', 'salah', 'sebab', 'utang', 'bunga', 'utang', 'jalan', 'utang', 'sulit', 'catat']"
ada thpnya pangkas aja semua enak aje udah gaji dan tunjangan gede nindes pajak cukai dkk pake aturan tida adil korupsi belakang yang disuruh mikir solusi tetap rakjel,0,"['ada', 'thpnya', 'pangkas', 'aja', 'semua', 'enak', 'aje', 'udah', 'gaji', 'dan', 'tunjangan', 'gede', 'nindes', 'pajak', 'cukai', 'dkk', 'pake', 'aturan', 'tida', 'adil', 'korupsi', 'belakang', 'yang', 'disuruh', 'mikir', 'solusi', 'tetap', 'rakjel']","['thpnya', 'pangkas', 'enak', 'aje', 'udah', 'gaji', 'tunjangan', 'gede', 'nindes', 'pajak', 'cukai', 'dkk', 'pake', 'aturan', 'tida', 'adil', 'korupsi', 'disuruh', 'mikir', 'solusi', 'rakjel']","['thpnya', 'pangkas', 'enak', 'aje', 'udah', 'gaji', 'tunjang', 'gede', 'nindes', 'pajak', 'cukai', 'dkk', 'pake', 'atur', 'tida', 'adil', 'korupsi', 'suruh', 'mikir', 'solusi', 'rakjel']"
dpt edaran soal penghitungan pajak penghasilan dokter utk ngeringeringeri dgn yg sistem skrg potensi lebih bayar itu pasti terjadi dgn sistem baru kudu nabung siapin duit utk bayar kurang bayar nya getokannya berasa di akhir tahun,0,"['dpt', 'edaran', 'soal', 'penghitungan', 'pajak', 'penghasilan', 'dokter', 'utk', 'ngeringeringeri', 'dgn', 'yg', 'sistem', 'skrg', 'potensi', 'lebih', 'bayar', 'itu', 'pasti', 'terjadi', 'dgn', 'sistem', 'baru', 'kudu', 'nabung', 'siapin', 'duit', 'utk', 'bayar', 'kurang', 'bayar', 'nya', 'getokannya', 'berasa', 'di', 'akhir', 'tahun']","['dpt', 'edaran', 'penghitungan', 'pajak', 'penghasilan', 'dokter', 'ngeringeringeri', 'sistem', 'skrg', 'potensi', 'bayar', 'sistem', 'kudu', 'nabung', 'siapin', 'duit', 'bayar', 'bayar', 'getokannya', 'berasa']","['dpt', 'edar', 'hitung', 'pajak', 'hasil', 'dokter', 'ngeringeringeri', 'sistem', 'skrg', 'potensi', 'bayar', 'sistem', 'kudu', 'nabung', 'siapin', 'duit', 'bayar', 'bayar', 'getok', 'asa']"
apaapa dipajakin jika ada orang yg memelihara tuyul ngepet atau pesugihan memiliki penghasilan dan pendapatan sangat besar apakah mereka juga kena pajak pendapatan colek,0,"['apaapa', 'dipajakin', 'jika', 'ada', 'orang', 'yg', 'memelihara', 'tuyul', 'ngepet', 'atau', 'pesugihan', 'memiliki', 'penghasilan', 'dan', 'pendapatan', 'sangat', 'besar', 'apakah', 'mereka', 'juga', 'kena', 'pajak', 'pendapatan', 'colek']","['apaapa', 'dipajakin', 'orang', 'memelihara', 'tuyul', 'ngepet', 'pesugihan', 'memiliki', 'penghasilan', 'pendapatan', 'kena', 'pajak', 'pendapatan', 'colek']","['apaapa', 'dipajakin', 'orang', 'pelihara', 'tuyul', 'ngepet', 'sugih', 'milik', 'hasil', 'dapat', 'kena', 'pajak', 'dapat', 'colek']"
kasih pernyataan soal sejarah mestinya berketerangan waktu daendels anggarin upah utk proyek jalan raya pos sampai karangsembung ga berarti kerja rodi heerendiensten ga ada itu dulu komplementer setoran pajak kpd penguasa turunannya masih ada hingga kini kerja bakti,0,"['kasih', 'pernyataan', 'soal', 'sejarah', 'mestinya', 'berketerangan', 'waktu', 'daendels', 'anggarin', 'upah', 'utk', 'proyek', 'jalan', 'raya', 'pos', 'sampai', 'karangsembung', 'ga', 'berarti', 'kerja', 'rodi', 'heerendiensten', 'ga', 'ada', 'itu', 'dulu', 'komplementer', 'setoran', 'pajak', 'kpd', 'penguasa', 'turunannya', 'masih', 'ada', 'hingga', 'kini', 'kerja', 'bakti']","['kasih', 'pernyataan', 'sejarah', 'mestinya', 'berketerangan', 'daendels', 'anggarin', 'upah', 'proyek', 'jalan', 'raya', 'pos', 'karangsembung', 'kerja', 'rodi', 'heerendiensten', 'komplementer', 'setoran', 'pajak', 'kpd', 'penguasa', 'turunannya', 'kerja', 'bakti']","['kasih', 'nyata', 'sejarah', 'mesti', 'angan', 'daendels', 'anggarin', 'upah', 'proyek', 'jalan', 'raya', 'pos', 'karangsembung', 'kerja', 'rodi', 'heerendiensten', 'komplementer', 'setor', 'pajak', 'kpd', 'kuasa', 'turun', 'kerja', 'bakti']"
yang bisa joki pajak pph pph potput pph op,1,"['yang', 'bisa', 'joki', 'pajak', 'pph', 'pph', 'potput', 'pph', 'op']","['joki', 'pajak', 'pph', 'pph', 'potput', 'pph', 'op']","['joki', 'pajak', 'pph', 'pph', 'potput', 'pph', 'op']"
tolong bedakan pajak amp upeti hadits disini lebih condong ke upeti dimana hasil bumi pd zaman dahulu diberikan ke raja tanpa adanya timbal balik ke rakyat sdgkan pajak digunakan untuk keperluan negara bagi sebesar ny kemakmuran rakyat,1,"['tolong', 'bedakan', 'pajak', 'amp', 'upeti', 'hadits', 'disini', 'lebih', 'condong', 'ke', 'upeti', 'dimana', 'hasil', 'bumi', 'pd', 'zaman', 'dahulu', 'diberikan', 'ke', 'raja', 'tanpa', 'adanya', 'timbal', 'balik', 'ke', 'rakyat', 'sdgkan', 'pajak', 'digunakan', 'untuk', 'keperluan', 'negara', 'bagi', 'sebesar', 'ny', 'kemakmuran', 'rakyat']","['tolong', 'bedakan', 'pajak', 'upeti', 'hadits', 'condong', 'upeti', 'dimana', 'hasil', 'bumi', 'pd', 'zaman', 'raja', 'timbal', 'rakyat', 'sdgkan', 'pajak', 'keperluan', 'negara', 'kemakmuran', 'rakyat']","['tolong', 'beda', 'pajak', 'upeti', 'hadits', 'condong', 'upeti', 'mana', 'hasil', 'bumi', 'pd', 'zaman', 'raja', 'timbal', 'rakyat', 'sdgkan', 'pajak', 'perlu', 'negara', 'makmur', 'rakyat']"
terlalu membangga kan diri kelewat sombong nanti ketahuan gelar akedemik nya palsu pajak cicin barang mewah pajak nya sudah di bayar apa belum,0,"['terlalu', 'membangga', 'kan', 'diri', 'kelewat', 'sombong', 'nanti', 'ketahuan', 'gelar', 'akedemik', 'nya', 'palsu', 'pajak', 'cicin', 'barang', 'mewah', 'pajak', 'nya', 'sudah', 'di', 'bayar', 'apa', 'belum']","['membangga', 'kelewat', 'sombong', 'ketahuan', 'gelar', 'akedemik', 'palsu', 'pajak', 'cicin', 'barang', 'mewah', 'pajak', 'bayar']","['bangga', 'lewat', 'sombong', 'tahu', 'gelar', 'akedemik', 'palsu', 'pajak', 'cicin', 'barang', 'mewah', 'pajak', 'bayar']"
kita jogetin aja biarkan mereka yang bayar pajak ok gass ok gass,0,"['kita', 'jogetin', 'aja', 'biarkan', 'mereka', 'yang', 'bayar', 'pajak', 'ok', 'gass', 'ok', 'gass']","['jogetin', 'biarkan', 'bayar', 'pajak', 'ok', 'gass', 'ok', 'gass']","['jogetin', 'biar', 'bayar', 'pajak', 'ok', 'gass', 'ok', 'gass']"
pajak rakyat buat gaji sampah kayak dia udah mesum curangga adil lagi,0,"['pajak', 'rakyat', 'buat', 'gaji', 'sampah', 'kayak', 'dia', 'udah', 'mesum', 'curangga', 'adil', 'lagi']","['pajak', 'rakyat', 'gaji', 'sampah', 'kayak', 'udah', 'mesum', 'curangga', 'adil']","['pajak', 'rakyat', 'gaji', 'sampah', 'kayak', 'udah', 'mesum', 'curangga', 'adil']"
